D:\python3.6\python.exe D:/pyprojects/paddle/paper/BayesianCNN/baye_fc_paddle_raw/main.py
2021-08-21 11:53:32,150 | MNIST32: Prep | Loading datasets...
2021-08-21 12:29:40,323 | MNIST32: Epoch: 223 | Train Loss: 3074.6648 | Train Acc: 0.9999 | Val Loss: 3067.9524 | Val Acc: 0.9839 | train_kl_div: 593028.8839
0it [00:00, ?it/s]Epoch 224: ReduceOnPlateau set learning rate to 4.3980465111040044e-05.
196it [00:06, 28.73it/s]
2021-08-21 12:29:49,779 | MNIST32: Epoch: 224 | Train Loss: 3059.2488 | Train Acc: 0.9999 | Val Loss: 3249.4872 | Val Acc: 0.9844 | train_kl_div: 591638.7532
196it [00:06, 28.78it/s]
2021-08-21 12:29:59,218 | MNIST32: Epoch: 225 | Train Loss: 3044.4155 | Train Acc: 0.9999 | Val Loss: 2996.4467 | Val Acc: 0.9853 | train_kl_div: 590255.5816
196it [00:06, 28.64it/s]
2021-08-21 12:30:08,677 | MNIST32: Epoch: 226 | Train Loss: 3045.5566 | Train Acc: 0.9999 | Val Loss: 3088.2047 | Val Acc: 0.9844 | train_kl_div: 588866.9161
196it [00:06, 28.77it/s]
2021-08-21 12:30:18,120 | MNIST32: Epoch: 227 | Train Loss: 3039.2861 | Train Acc: 0.9999 | Val Loss: 3019.9193 | Val Acc: 0.9863 | train_kl_div: 587493.9939
196it [00:06, 28.85it/s]
2021-08-21 12:30:27,551 | MNIST32: Epoch: 228 | Train Loss: 3035.2231 | Train Acc: 0.9999 | Val Loss: 3176.0743 | Val Acc: 0.9859 | train_kl_div: 586131.1250
196it [00:06, 28.82it/s]
2021-08-21 12:30:36,994 | MNIST32: Epoch: 229 | Train Loss: 3031.0024 | Train Acc: 0.9998 | Val Loss: 3178.8039 | Val Acc: 0.9867 | train_kl_div: 584784.2315
196it [00:06, 28.90it/s]
2021-08-21 12:30:46,417 | MNIST32: Epoch: 230 | Train Loss: 3023.4438 | Train Acc: 0.9998 | Val Loss: 3262.6942 | Val Acc: 0.9839 | train_kl_div: 583456.6237
196it [00:06, 28.91it/s]
2021-08-21 12:30:55,856 | MNIST32: Epoch: 231 | Train Loss: 3020.6956 | Train Acc: 0.9998 | Val Loss: 3251.0656 | Val Acc: 0.9841 | train_kl_div: 582151.4598
196it [00:06, 28.59it/s]
2021-08-21 12:31:05,325 | MNIST32: Epoch: 232 | Train Loss: 2998.8311 | Train Acc: 0.9999 | Val Loss: 3105.3765 | Val Acc: 0.9845 | train_kl_div: 580839.2561
196it [00:06, 28.54it/s]
2021-08-21 12:31:14,839 | MNIST32: Epoch: 233 | Train Loss: 3011.2698 | Train Acc: 0.9997 | Val Loss: 3106.0113 | Val Acc: 0.9852 | train_kl_div: 579544.6122
196it [00:06, 28.32it/s]
2021-08-21 12:31:24,400 | MNIST32: Epoch: 234 | Train Loss: 2995.2136 | Train Acc: 0.9998 | Val Loss: 3002.4629 | Val Acc: 0.9842 | train_kl_div: 578297.0115
0it [00:00, ?it/s]Epoch 235: ReduceOnPlateau set learning rate to 3.5184372088832036e-05.
196it [00:06, 28.68it/s]
2021-08-21 12:31:33,851 | MNIST32: Epoch: 235 | Train Loss: 2984.2886 | Train Acc: 0.9999 | Val Loss: 3017.2130 | Val Acc: 0.9853 | train_kl_div: 577236.5172
196it [00:06, 28.70it/s]
2021-08-21 12:31:43,324 | MNIST32: Epoch: 236 | Train Loss: 2983.5596 | Train Acc: 0.9998 | Val Loss: 3189.4167 | Val Acc: 0.9838 | train_kl_div: 576192.2066
196it [00:06, 28.77it/s]
2021-08-21 12:31:52,802 | MNIST32: Epoch: 237 | Train Loss: 2981.2520 | Train Acc: 0.9998 | Val Loss: 3041.8026 | Val Acc: 0.9853 | train_kl_div: 575164.4283
196it [00:06, 28.78it/s]
2021-08-21 12:32:02,268 | MNIST32: Epoch: 238 | Train Loss: 2969.1792 | Train Acc: 0.9999 | Val Loss: 2981.3601 | Val Acc: 0.9856 | train_kl_div: 574136.7114
196it [00:06, 28.75it/s]
2021-08-21 12:32:12,013 | MNIST32: Epoch: 239 | Train Loss: 2978.8792 | Train Acc: 0.9997 | Val Loss: 3133.5186 | Val Acc: 0.9853 | train_kl_div: 573110.6499
196it [00:06, 28.09it/s]
2021-08-21 12:32:21,679 | MNIST32: Epoch: 240 | Train Loss: 2956.7976 | Train Acc: 0.9999 | Val Loss: 3009.3403 | Val Acc: 0.9843 | train_kl_div: 572114.6129
196it [00:06, 28.49it/s]
2021-08-21 12:32:31,204 | MNIST32: Epoch: 241 | Train Loss: 2954.0247 | Train Acc: 0.9999 | Val Loss: 3203.3080 | Val Acc: 0.9842 | train_kl_div: 571091.7028
196it [00:06, 28.63it/s]
2021-08-21 12:32:40,703 | MNIST32: Epoch: 242 | Train Loss: 2942.0527 | Train Acc: 1.0000 | Val Loss: 2999.8808 | Val Acc: 0.9863 | train_kl_div: 570056.4987
196it [00:06, 28.59it/s]
2021-08-21 12:32:50,218 | MNIST32: Epoch: 243 | Train Loss: 2942.7874 | Train Acc: 0.9999 | Val Loss: 3071.3347 | Val Acc: 0.9824 | train_kl_div: 569003.3087
196it [00:06, 28.82it/s]
2021-08-21 12:32:59,634 | MNIST32: Epoch: 244 | Train Loss: 2951.9250 | Train Acc: 0.9998 | Val Loss: 3091.8698 | Val Acc: 0.9866 | train_kl_div: 567973.4943
196it [00:06, 28.51it/s]
2021-08-21 12:33:09,152 | MNIST32: Epoch: 245 | Train Loss: 2935.2961 | Train Acc: 0.9998 | Val Loss: 3037.4926 | Val Acc: 0.9845 | train_kl_div: 566979.8578
0it [00:00, ?it/s]Epoch 246: ReduceOnPlateau set learning rate to 2.814749767106563e-05.
196it [00:06, 28.80it/s]
2021-08-21 12:33:18,577 | MNIST32: Epoch: 246 | Train Loss: 2935.9353 | Train Acc: 0.9998 | Val Loss: 3191.1819 | Val Acc: 0.9854 | train_kl_div: 566156.7290
196it [00:06, 28.78it/s]
2021-08-21 12:33:28,026 | MNIST32: Epoch: 247 | Train Loss: 2928.0676 | Train Acc: 0.9998 | Val Loss: 3208.5381 | Val Acc: 0.9850 | train_kl_div: 565384.0513
196it [00:06, 28.52it/s]
2021-08-21 12:33:37,525 | MNIST32: Epoch: 248 | Train Loss: 2914.9470 | Train Acc: 0.9999 | Val Loss: 3122.5552 | Val Acc: 0.9852 | train_kl_div: 564581.7733
196it [00:06, 28.63it/s]
2021-08-21 12:33:47,023 | MNIST32: Epoch: 249 | Train Loss: 2914.9304 | Train Acc: 0.9998 | Val Loss: 3029.8197 | Val Acc: 0.9860 | train_kl_div: 563758.8607
196it [00:06, 28.85it/s]
2021-08-21 12:33:56,449 | MNIST32: Epoch: 250 | Train Loss: 2918.4675 | Train Acc: 0.9998 | Val Loss: 3058.0152 | Val Acc: 0.9850 | train_kl_div: 562954.7474
196it [00:06, 28.63it/s]
2021-08-21 12:34:06,069 | MNIST32: Epoch: 251 | Train Loss: 2906.7178 | Train Acc: 0.9999 | Val Loss: 3065.2510 | Val Acc: 0.9865 | train_kl_div: 562190.3109
196it [00:06, 28.66it/s]
2021-08-21 12:34:15,550 | MNIST32: Epoch: 252 | Train Loss: 2900.5757 | Train Acc: 0.9999 | Val Loss: 3104.3469 | Val Acc: 0.9841 | train_kl_div: 561383.4056
196it [00:06, 28.77it/s]
2021-08-21 12:34:25,008 | MNIST32: Epoch: 253 | Train Loss: 2898.0920 | Train Acc: 0.9999 | Val Loss: 3089.5063 | Val Acc: 0.9836 | train_kl_div: 560566.9254
196it [00:06, 28.66it/s]
2021-08-21 12:34:34,445 | MNIST32: Epoch: 254 | Train Loss: 2895.2305 | Train Acc: 0.9998 | Val Loss: 3202.1584 | Val Acc: 0.9847 | train_kl_div: 559750.5003
196it [00:06, 28.85it/s]
2021-08-21 12:34:43,859 | MNIST32: Epoch: 255 | Train Loss: 2894.4487 | Train Acc: 0.9998 | Val Loss: 2979.9720 | Val Acc: 0.9847 | train_kl_div: 558939.9649
196it [00:06, 28.91it/s]
2021-08-21 12:34:53,268 | MNIST32: Epoch: 256 | Train Loss: 2887.0969 | Train Acc: 0.9999 | Val Loss: 3101.9746 | Val Acc: 0.9847 | train_kl_div: 558136.8380
0it [00:00, ?it/s]Epoch 257: ReduceOnPlateau set learning rate to 2.2517998136852506e-05.
196it [00:06, 28.84it/s]
2021-08-21 12:35:02,716 | MNIST32: Epoch: 257 | Train Loss: 2885.0044 | Train Acc: 0.9999 | Val Loss: 3094.8933 | Val Acc: 0.9856 | train_kl_div: 557474.8466
196it [00:06, 28.91it/s]
2021-08-21 12:35:12,089 | MNIST32: Epoch: 258 | Train Loss: 2878.6465 | Train Acc: 0.9999 | Val Loss: 2948.1230 | Val Acc: 0.9856 | train_kl_div: 556826.2025
196it [00:06, 28.83it/s]
2021-08-21 12:35:21,516 | MNIST32: Epoch: 259 | Train Loss: 2874.5830 | Train Acc: 0.9999 | Val Loss: 3251.4583 | Val Acc: 0.9841 | train_kl_div: 556168.5886
196it [00:06, 28.83it/s]
2021-08-21 12:35:30,927 | MNIST32: Epoch: 260 | Train Loss: 2867.8977 | Train Acc: 0.9999 | Val Loss: 3067.2507 | Val Acc: 0.9836 | train_kl_div: 555510.9923
196it [00:06, 28.86it/s]
2021-08-21 12:35:40,380 | MNIST32: Epoch: 261 | Train Loss: 2874.2417 | Train Acc: 0.9998 | Val Loss: 3257.8050 | Val Acc: 0.9827 | train_kl_div: 554856.4767
196it [00:06, 28.86it/s]
2021-08-21 12:35:49,806 | MNIST32: Epoch: 262 | Train Loss: 2864.1384 | Train Acc: 0.9998 | Val Loss: 3137.8504 | Val Acc: 0.9847 | train_kl_div: 554215.3431
196it [00:06, 28.84it/s]
2021-08-21 12:35:59,236 | MNIST32: Epoch: 263 | Train Loss: 2864.8638 | Train Acc: 0.9998 | Val Loss: 3007.9470 | Val Acc: 0.9854 | train_kl_div: 553575.0813
196it [00:06, 28.69it/s]
2021-08-21 12:36:08,681 | MNIST32: Epoch: 264 | Train Loss: 2856.1782 | Train Acc: 0.9999 | Val Loss: 2992.8914 | Val Acc: 0.9846 | train_kl_div: 552932.7376
196it [00:06, 28.92it/s]
2021-08-21 12:36:18,121 | MNIST32: Epoch: 265 | Train Loss: 2850.3931 | Train Acc: 0.9999 | Val Loss: 3033.2467 | Val Acc: 0.9847 | train_kl_div: 552287.5631
196it [00:06, 28.92it/s]
2021-08-21 12:36:27,715 | MNIST32: Epoch: 266 | Train Loss: 2851.6560 | Train Acc: 0.9999 | Val Loss: 2951.9582 | Val Acc: 0.9839 | train_kl_div: 551627.2143
196it [00:06, 28.32it/s]
2021-08-21 12:36:37,311 | MNIST32: Epoch: 267 | Train Loss: 2846.7554 | Train Acc: 0.9999 | Val Loss: 2986.1010 | Val Acc: 0.9855 | train_kl_div: 550976.7121
196it [00:06, 28.36it/s]
2021-08-21 12:36:46,900 | MNIST32: Epoch: 268 | Train Loss: 2840.3059 | Train Acc: 0.9999 | Val Loss: 3070.5960 | Val Acc: 0.9850 | train_kl_div: 550309.4432
196it [00:06, 28.41it/s]
2021-08-21 12:36:56,525 | MNIST32: Epoch: 269 | Train Loss: 2845.7632 | Train Acc: 0.9999 | Val Loss: 2960.7309 | Val Acc: 0.9854 | train_kl_div: 549650.9675
0it [00:00, ?it/s]Epoch 270: ReduceOnPlateau set learning rate to 1.8014398509482006e-05.
196it [00:06, 28.15it/s]
2021-08-21 12:37:06,170 | MNIST32: Epoch: 270 | Train Loss: 2843.2383 | Train Acc: 0.9998 | Val Loss: 3042.3001 | Val Acc: 0.9849 | train_kl_div: 549098.1706
196it [00:06, 28.12it/s]
2021-08-21 12:37:15,797 | MNIST32: Epoch: 271 | Train Loss: 2832.0764 | Train Acc: 0.9999 | Val Loss: 3036.0040 | Val Acc: 0.9840 | train_kl_div: 548573.3128
196it [00:06, 28.33it/s]
2021-08-21 12:37:25,401 | MNIST32: Epoch: 272 | Train Loss: 2832.8931 | Train Acc: 0.9999 | Val Loss: 3102.4145 | Val Acc: 0.9846 | train_kl_div: 548039.8575
196it [00:06, 28.14it/s]
2021-08-21 12:37:35,044 | MNIST32: Epoch: 273 | Train Loss: 2827.6489 | Train Acc: 0.9999 | Val Loss: 3019.2063 | Val Acc: 0.9837 | train_kl_div: 547520.4337
196it [00:06, 28.42it/s]
2021-08-21 12:37:44,612 | MNIST32: Epoch: 274 | Train Loss: 2830.4419 | Train Acc: 0.9999 | Val Loss: 3021.0839 | Val Acc: 0.9830 | train_kl_div: 546990.7054
196it [00:06, 28.12it/s]
2021-08-21 12:37:54,303 | MNIST32: Epoch: 275 | Train Loss: 2819.7771 | Train Acc: 0.9999 | Val Loss: 3055.5544 | Val Acc: 0.9842 | train_kl_div: 546465.6923
196it [00:06, 28.18it/s]
2021-08-21 12:38:03,959 | MNIST32: Epoch: 276 | Train Loss: 2821.4480 | Train Acc: 0.9999 | Val Loss: 3031.0188 | Val Acc: 0.9863 | train_kl_div: 545935.5638
196it [00:06, 28.31it/s]
2021-08-21 12:38:13,565 | MNIST32: Epoch: 277 | Train Loss: 2822.6926 | Train Acc: 0.9999 | Val Loss: 2946.1887 | Val Acc: 0.9835 | train_kl_div: 545405.0740
196it [00:06, 28.26it/s]
2021-08-21 12:38:23,196 | MNIST32: Epoch: 278 | Train Loss: 2815.8123 | Train Acc: 0.9998 | Val Loss: 3139.1299 | Val Acc: 0.9849 | train_kl_div: 544882.5019
196it [00:06, 28.21it/s]
2021-08-21 12:38:32,855 | MNIST32: Epoch: 279 | Train Loss: 2809.7668 | Train Acc: 0.9999 | Val Loss: 3061.4287 | Val Acc: 0.9832 | train_kl_div: 544358.0717
196it [00:06, 28.30it/s]
2021-08-21 12:38:42,488 | MNIST32: Epoch: 280 | Train Loss: 2813.2710 | Train Acc: 0.9998 | Val Loss: 3124.3734 | Val Acc: 0.9844 | train_kl_div: 543835.0781
196it [00:06, 28.27it/s]
2021-08-21 12:38:52,102 | MNIST32: Epoch: 281 | Train Loss: 2809.2378 | Train Acc: 0.9999 | Val Loss: 3181.8233 | Val Acc: 0.9837 | train_kl_div: 543310.5698
196it [00:06, 28.38it/s]
2021-08-21 12:39:01,784 | MNIST32: Epoch: 282 | Train Loss: 2813.8054 | Train Acc: 0.9998 | Val Loss: 2955.3310 | Val Acc: 0.9868 | train_kl_div: 542796.3562
196it [00:06, 28.31it/s]
2021-08-21 12:39:11,397 | MNIST32: Epoch: 283 | Train Loss: 2805.0322 | Train Acc: 0.9998 | Val Loss: 3049.2795 | Val Acc: 0.9849 | train_kl_div: 542286.7561
196it [00:06, 28.38it/s]
2021-08-21 12:39:20,993 | MNIST32: Epoch: 284 | Train Loss: 2811.7646 | Train Acc: 0.9998 | Val Loss: 3061.3132 | Val Acc: 0.9847 | train_kl_div: 541782.6291
196it [00:06, 28.23it/s]
2021-08-21 12:39:30,684 | MNIST32: Epoch: 285 | Train Loss: 2796.6301 | Train Acc: 0.9999 | Val Loss: 3379.5781 | Val Acc: 0.9839 | train_kl_div: 541280.3383
196it [00:06, 28.29it/s]
2021-08-21 12:39:40,282 | MNIST32: Epoch: 286 | Train Loss: 2803.3035 | Train Acc: 0.9998 | Val Loss: 3150.4724 | Val Acc: 0.9861 | train_kl_div: 540785.7723
196it [00:06, 28.50it/s]
2021-08-21 12:39:49,822 | MNIST32: Epoch: 287 | Train Loss: 2789.2583 | Train Acc: 0.9999 | Val Loss: 3031.0823 | Val Acc: 0.9844 | train_kl_div: 540290.8253
196it [00:06, 28.34it/s]
2021-08-21 12:39:59,403 | MNIST32: Epoch: 288 | Train Loss: 2795.3616 | Train Acc: 0.9998 | Val Loss: 3117.2953 | Val Acc: 0.9844 | train_kl_div: 539787.8514
0it [00:00, ?it/s]Epoch 289: ReduceOnPlateau set learning rate to 1.4411518807585605e-05.
196it [00:06, 28.07it/s]
2021-08-21 12:40:09,087 | MNIST32: Epoch: 289 | Train Loss: 2783.0508 | Train Acc: 0.9999 | Val Loss: 3115.0423 | Val Acc: 0.9839 | train_kl_div: 539369.4279
196it [00:06, 28.27it/s]
2021-08-21 12:40:18,722 | MNIST32: Epoch: 290 | Train Loss: 2793.2268 | Train Acc: 0.9998 | Val Loss: 3035.4622 | Val Acc: 0.9847 | train_kl_div: 538957.8450
196it [00:06, 28.36it/s]
2021-08-21 12:40:28,317 | MNIST32: Epoch: 291 | Train Loss: 2782.5459 | Train Acc: 0.9999 | Val Loss: 3038.2428 | Val Acc: 0.9865 | train_kl_div: 538557.7105
196it [00:06, 28.40it/s]
2021-08-21 12:40:37,934 | MNIST32: Epoch: 292 | Train Loss: 2781.8699 | Train Acc: 0.9999 | Val Loss: 2964.5391 | Val Acc: 0.9859 | train_kl_div: 538148.8983
196it [00:06, 28.30it/s]
2021-08-21 12:40:47,585 | MNIST32: Epoch: 293 | Train Loss: 2779.5415 | Train Acc: 0.9999 | Val Loss: 3003.7197 | Val Acc: 0.9845 | train_kl_div: 537739.1413
196it [00:06, 28.44it/s]
2021-08-21 12:40:57,196 | MNIST32: Epoch: 294 | Train Loss: 2769.9907 | Train Acc: 0.9999 | Val Loss: 3119.4635 | Val Acc: 0.9836 | train_kl_div: 537316.3520
196it [00:06, 28.17it/s]
2021-08-21 12:41:06,825 | MNIST32: Epoch: 295 | Train Loss: 2775.5999 | Train Acc: 0.9999 | Val Loss: 3028.6480 | Val Acc: 0.9858 | train_kl_div: 536898.9783
196it [00:06, 28.28it/s]
2021-08-21 12:41:16,569 | MNIST32: Epoch: 296 | Train Loss: 2772.2124 | Train Acc: 0.9999 | Val Loss: 3060.4523 | Val Acc: 0.9866 | train_kl_div: 536482.8766
196it [00:06, 28.12it/s]
2021-08-21 12:41:26,230 | MNIST32: Epoch: 297 | Train Loss: 2778.7571 | Train Acc: 0.9998 | Val Loss: 2994.4610 | Val Acc: 0.9849 | train_kl_div: 536088.9200
196it [00:06, 28.30it/s]
2021-08-21 12:41:35,832 | MNIST32: Epoch: 298 | Train Loss: 2770.5544 | Train Acc: 0.9998 | Val Loss: 3045.5909 | Val Acc: 0.9860 | train_kl_div: 535690.2334
196it [00:06, 28.31it/s]
2021-08-21 12:41:45,444 | MNIST32: Epoch: 299 | Train Loss: 2763.5737 | Train Acc: 0.9999 | Val Loss: 3058.6521 | Val Acc: 0.9856 | train_kl_div: 535278.8811
0it [00:00, ?it/s]Epoch 300: ReduceOnPlateau set learning rate to 1.1529215046068485e-05.
196it [00:06, 28.40it/s]
2021-08-21 12:41:55,028 | MNIST32: Epoch: 300 | Train Loss: 2763.8418 | Train Acc: 0.9999 | Val Loss: 2963.3948 | Val Acc: 0.9858 | train_kl_div: 534939.8833
196it [00:07, 27.67it/s]
2021-08-21 12:42:04,957 | MNIST32: Epoch: 301 | Train Loss: 2772.9553 | Train Acc: 0.9998 | Val Loss: 3016.5749 | Val Acc: 0.9865 | train_kl_div: 534625.2726
196it [00:06, 28.43it/s]
2021-08-21 12:42:14,533 | MNIST32: Epoch: 302 | Train Loss: 2763.6885 | Train Acc: 0.9998 | Val Loss: 3014.9813 | Val Acc: 0.9857 | train_kl_div: 534316.9885
196it [00:06, 28.35it/s]
2021-08-21 12:42:24,172 | MNIST32: Epoch: 303 | Train Loss: 2757.4824 | Train Acc: 0.9999 | Val Loss: 3112.0006 | Val Acc: 0.9860 | train_kl_div: 534004.7085
196it [00:06, 28.33it/s]
2021-08-21 12:42:33,766 | MNIST32: Epoch: 304 | Train Loss: 2760.5586 | Train Acc: 0.9998 | Val Loss: 3098.2776 | Val Acc: 0.9859 | train_kl_div: 533689.2293
196it [00:06, 28.09it/s]
2021-08-21 12:42:43,435 | MNIST32: Epoch: 305 | Train Loss: 2754.0623 | Train Acc: 0.9999 | Val Loss: 2953.9278 | Val Acc: 0.9851 | train_kl_div: 533375.2392
196it [00:06, 28.37it/s]
2021-08-21 12:42:53,031 | MNIST32: Epoch: 306 | Train Loss: 2754.0559 | Train Acc: 0.9999 | Val Loss: 2949.0874 | Val Acc: 0.9869 | train_kl_div: 533063.1547
196it [00:06, 28.29it/s]
2021-08-21 12:43:02,698 | MNIST32: Epoch: 307 | Train Loss: 2746.2170 | Train Acc: 1.0000 | Val Loss: 3094.3091 | Val Acc: 0.9854 | train_kl_div: 532740.6065
196it [00:06, 28.11it/s]
2021-08-21 12:43:12,355 | MNIST32: Epoch: 308 | Train Loss: 2748.2659 | Train Acc: 1.0000 | Val Loss: 3148.9871 | Val Acc: 0.9848 | train_kl_div: 532420.2790
196it [00:06, 28.41it/s]
2021-08-21 12:43:21,931 | MNIST32: Epoch: 309 | Train Loss: 2749.8767 | Train Acc: 0.9999 | Val Loss: 3138.0826 | Val Acc: 0.9851 | train_kl_div: 532096.0182
196it [00:06, 28.41it/s]
2021-08-21 12:43:31,483 | MNIST32: Epoch: 310 | Train Loss: 2747.6189 | Train Acc: 0.9999 | Val Loss: 3051.2116 | Val Acc: 0.9843 | train_kl_div: 531775.8262
0it [00:00, ?it/s]Epoch 311: ReduceOnPlateau set learning rate to 9.223372036854789e-06.
196it [00:06, 28.13it/s]
2021-08-21 12:43:41,114 | MNIST32: Epoch: 311 | Train Loss: 2745.9624 | Train Acc: 0.9999 | Val Loss: 3113.7703 | Val Acc: 0.9841 | train_kl_div: 531520.3776
196it [00:06, 28.31it/s]
2021-08-21 12:43:50,712 | MNIST32: Epoch: 312 | Train Loss: 2742.3032 | Train Acc: 0.9999 | Val Loss: 2993.4807 | Val Acc: 0.9851 | train_kl_div: 531285.2200
196it [00:06, 28.21it/s]
2021-08-21 12:44:00,310 | MNIST32: Epoch: 313 | Train Loss: 2747.5178 | Train Acc: 0.9999 | Val Loss: 2945.8775 | Val Acc: 0.9857 | train_kl_div: 531044.8205
196it [00:06, 28.24it/s]
2021-08-21 12:44:09,938 | MNIST32: Epoch: 314 | Train Loss: 2746.2888 | Train Acc: 0.9997 | Val Loss: 3003.7961 | Val Acc: 0.9844 | train_kl_div: 530812.5568
196it [00:06, 28.28it/s]
2021-08-21 12:44:19,540 | MNIST32: Epoch: 315 | Train Loss: 2745.3010 | Train Acc: 0.9998 | Val Loss: 3036.6536 | Val Acc: 0.9853 | train_kl_div: 530584.4857
196it [00:06, 28.36it/s]
2021-08-21 12:44:29,106 | MNIST32: Epoch: 316 | Train Loss: 2741.4541 | Train Acc: 0.9999 | Val Loss: 3089.3387 | Val Acc: 0.9847 | train_kl_div: 530359.2124
196it [00:06, 28.32it/s]
2021-08-21 12:44:38,715 | MNIST32: Epoch: 317 | Train Loss: 2739.2739 | Train Acc: 0.9999 | Val Loss: 2927.8051 | Val Acc: 0.9864 | train_kl_div: 530131.4209
196it [00:06, 28.36it/s]
2021-08-21 12:44:48,305 | MNIST32: Epoch: 318 | Train Loss: 2740.2852 | Train Acc: 0.9999 | Val Loss: 2990.8312 | Val Acc: 0.9866 | train_kl_div: 529900.9662
196it [00:06, 28.17it/s]
2021-08-21 12:44:57,981 | MNIST32: Epoch: 319 | Train Loss: 2737.8792 | Train Acc: 0.9999 | Val Loss: 3003.1632 | Val Acc: 0.9856 | train_kl_div: 529671.6078
196it [00:06, 28.20it/s]
2021-08-21 12:45:07,632 | MNIST32: Epoch: 320 | Train Loss: 2735.2170 | Train Acc: 0.9998 | Val Loss: 2903.3318 | Val Acc: 0.9851 | train_kl_div: 529443.0526
196it [00:07, 27.80it/s]
2021-08-21 12:45:17,379 | MNIST32: Epoch: 321 | Train Loss: 2743.2168 | Train Acc: 0.9997 | Val Loss: 3067.8230 | Val Acc: 0.9853 | train_kl_div: 529212.4888
196it [00:06, 28.32it/s]
2021-08-21 12:45:26,997 | MNIST32: Epoch: 322 | Train Loss: 2735.2280 | Train Acc: 0.9999 | Val Loss: 2959.2814 | Val Acc: 0.9863 | train_kl_div: 528992.7787
196it [00:06, 28.33it/s]
2021-08-21 12:45:36,618 | MNIST32: Epoch: 323 | Train Loss: 2730.7053 | Train Acc: 0.9999 | Val Loss: 3011.8870 | Val Acc: 0.9854 | train_kl_div: 528765.4142
196it [00:06, 28.28it/s]
2021-08-21 12:45:46,251 | MNIST32: Epoch: 324 | Train Loss: 2730.3665 | Train Acc: 0.9999 | Val Loss: 3085.3893 | Val Acc: 0.9843 | train_kl_div: 528536.9547
196it [00:06, 28.26it/s]
2021-08-21 12:45:55,885 | MNIST32: Epoch: 325 | Train Loss: 2728.7107 | Train Acc: 0.9999 | Val Loss: 3065.4917 | Val Acc: 0.9855 | train_kl_div: 528305.5392
196it [00:06, 28.17it/s]
2021-08-21 12:46:05,558 | MNIST32: Epoch: 326 | Train Loss: 2735.7949 | Train Acc: 0.9998 | Val Loss: 3150.0533 | Val Acc: 0.9843 | train_kl_div: 528079.1151
196it [00:06, 28.37it/s]
2021-08-21 12:46:15,130 | MNIST32: Epoch: 327 | Train Loss: 2731.8989 | Train Acc: 0.9998 | Val Loss: 3087.8131 | Val Acc: 0.9843 | train_kl_div: 527853.8221
196it [00:06, 28.41it/s]
2021-08-21 12:46:24,712 | MNIST32: Epoch: 328 | Train Loss: 2726.1899 | Train Acc: 0.9999 | Val Loss: 3013.7453 | Val Acc: 0.9845 | train_kl_div: 527629.7557
196it [00:06, 28.15it/s]
2021-08-21 12:46:34,341 | MNIST32: Epoch: 329 | Train Loss: 2727.5149 | Train Acc: 0.9999 | Val Loss: 3097.6203 | Val Acc: 0.9841 | train_kl_div: 527398.1932
196it [00:06, 28.31it/s]
2021-08-21 12:46:43,955 | MNIST32: Epoch: 330 | Train Loss: 2731.9343 | Train Acc: 0.9998 | Val Loss: 2997.4885 | Val Acc: 0.9854 | train_kl_div: 527174.5099
196it [00:06, 28.28it/s]
2021-08-21 12:46:53,547 | MNIST32: Epoch: 331 | Train Loss: 2726.8669 | Train Acc: 0.9998 | Val Loss: 3041.6863 | Val Acc: 0.9858 | train_kl_div: 526950.7599
0it [00:00, ?it/s]Epoch 332: ReduceOnPlateau set learning rate to 7.378697629483831e-06.
196it [00:06, 28.30it/s]
2021-08-21 12:47:03,183 | MNIST32: Epoch: 332 | Train Loss: 2724.2632 | Train Acc: 0.9999 | Val Loss: 2878.5575 | Val Acc: 0.9872 | train_kl_div: 526764.3482
196it [00:06, 28.37it/s]
2021-08-21 12:47:12,754 | MNIST32: Epoch: 333 | Train Loss: 2725.6316 | Train Acc: 0.9999 | Val Loss: 2893.5580 | Val Acc: 0.9866 | train_kl_div: 526568.2975
196it [00:06, 28.22it/s]
2021-08-21 12:47:22,393 | MNIST32: Epoch: 334 | Train Loss: 2718.7153 | Train Acc: 0.9999 | Val Loss: 2994.3139 | Val Acc: 0.9847 | train_kl_div: 526375.6279
196it [00:06, 28.25it/s]
2021-08-21 12:47:31,997 | MNIST32: Epoch: 335 | Train Loss: 2715.5002 | Train Acc: 0.9999 | Val Loss: 2905.1247 | Val Acc: 0.9858 | train_kl_div: 526177.4831
196it [00:06, 28.38it/s]
2021-08-21 12:47:41,615 | MNIST32: Epoch: 336 | Train Loss: 2724.8611 | Train Acc: 0.9999 | Val Loss: 3019.4136 | Val Acc: 0.9860 | train_kl_div: 525980.3712
196it [00:06, 28.19it/s]
2021-08-21 12:47:51,278 | MNIST32: Epoch: 337 | Train Loss: 2710.6621 | Train Acc: 0.9999 | Val Loss: 2915.7486 | Val Acc: 0.9854 | train_kl_div: 525785.2612
196it [00:06, 28.32it/s]
2021-08-21 12:48:00,930 | MNIST32: Epoch: 338 | Train Loss: 2728.5032 | Train Acc: 0.9998 | Val Loss: 3164.7497 | Val Acc: 0.9850 | train_kl_div: 525588.2819
196it [00:07, 27.57it/s]
2021-08-21 12:48:10,732 | MNIST32: Epoch: 339 | Train Loss: 2717.3135 | Train Acc: 0.9999 | Val Loss: 2981.9801 | Val Acc: 0.9844 | train_kl_div: 525396.6923
196it [00:06, 28.20it/s]
